ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
0.754098361,0.20349563,0.018276762,0.163588391,0.518987342,0,0,1,1,0.288461538,0.157894737,0.51,0,0.060606061,0.045454545,0.034482759,0.16985138,0.25,0.136363636,0.055555556,0.86,0
0.475409836,0.254681648,0.015665796,0.131926121,0.430379747,0.052631579,0.052631579,1,1,0.346153846,0.263157895,0.47,0,0.015151515,0.015151515,0.13362069,0.171974522,0.09375,0.136363636,0.055555556,0.54,0
0.62295082,0.193508115,0.018276762,0.19525066,0.164556962,0.052631579,0.052631579,1,1,0.134615385,0.052631579,0.43,0,0,0,0.224137931,0.144373673,0.0625,0.090909091,0,0.83,1
0.754098361,0.15980025,0.01305483,0.176781003,0.392405063,0,0,1,1,0.307692308,0.105263158,0.55,0,0.03030303,0.03030303,0.137931034,0.186836518,0.0625,0.272727273,0,0.75,0
0.524590164,0.230961298,0.015665796,0.216358839,0.392405063,0,0,0.94,0.204819277,0.307692308,0.052631579,0.34,0,0.015151515,0.015151515,0.25,0.163481953,0.3125,0.136363636,0.222222222,0.93,0
0.606557377,0.102372035,0.020887728,0.094986807,0.189873418,0.052631579,0,0.88,0.722891566,0.153846154,0.052631579,0.25,1,0,0,0.030172414,0.146496815,0.0625,0.090909091,0,0.56,0
0.770491803,0.474406991,0.010443864,0.226912929,0.265822785,0,0,0.95,0.831325301,0.201923077,0.157894737,0,1,0,0,0,0.141223485,0.09375,0.06351081,0.111111111,0.23,1
0.868852459,0.29463171,0.044386423,0.284960422,0.278481013,0,0,0.95,0.626506024,0.221153846,0,0.35,1,0,0,0,0.087048832,0,0.090909091,0,0.33,0
0.885245902,0.265917603,0.036553525,0.155672823,0.253164557,0,0,0.96,0.373493976,0.240384615,0,0.32,0,0.015151515,0.015151515,0,0.149066713,0.03125,0,0,0.2,0
0.573770492,0.142322097,0.054830287,0.145118734,0.392405063,0.105263158,0.105263158,0.97,0.180722892,0.317307692,0,0.52,0,0.015151515,0.015151515,0.068965517,0.093418259,0.0625,0.227272727,0,0.75,0
0.68852459,0.238451935,0.007832898,0.182058047,0.670886076,0,0,1,1,0.557692308,0.263157895,0.17,0,0.045454545,0.045454545,0.021551724,0.141223485,0.28125,0.045454545,0,0.42,1
0.639344262,0.4556804,0.015665796,0.216358839,0.544303797,0,0,1,1,0.615384615,0.157894737,0.14,0.333333333,0,0,0.081896552,0.146496815,0.28125,0.090909091,0.111111111,0.5,1
0.459016393,0.219725343,0.002610966,0.10817942,0.607594937,0,0,1,1,0.471153846,0.421052632,0.2,0,0.03030303,0.03030303,0.137931034,0.141223485,0.34375,0.090909091,0.222222222,0.52,1
0.672131148,0.314606742,0.028720627,0.213720317,0.126582278,0,0,1,1,0.096153846,0.052631579,0.5,0.166666667,0.015151515,0.015151515,0.400862069,0.080679406,0.0625,0.090909091,0.111111111,1,1
0.803278689,0.440699126,0.026109661,0.313984169,0.455696203,0,0,0.97,0.506024096,0.278846154,0.052631579,0.27,0.458333333,0,0,0.060344828,0.097664544,0.09375,0.090909091,0,0.5,1
0.983606557,0.425717853,0.046997389,0.416886544,0.189873418,0,0,1,1,0.134615385,0,0.13,0.142975435,0,0,0.004310345,0.141223485,0.0625,0.045454545,0,0.33,1
0.540983607,0.163545568,0.028720627,0.327176781,0.17721519,0.052631579,0.052631579,0.8,0.096385542,0.144230769,0.052631579,0.6,1,0,0,0.189655172,0.178343949,0.125,0.045454545,0.055555556,1,0
0.868852459,0.245942572,0.020887728,0.237467018,0.405063291,0,0,1,1,0.307692308,0.052631579,0.31,0.791666667,0,0,0.077586207,0.082802548,0.09375,0.045454545,0,0.42,1
0.524590164,0.751560549,0.033942559,0.501319261,0.544303797,0,0,0.91,0.024096386,0.432692308,0,0.36,0,0.015151515,0.015151515,0.068965517,0.165605096,0.375,0.136363636,0.111111111,0.74,0
0.540983607,0.1360799,0.010443864,0.094986807,0.113924051,0,0,1,1,0.086538462,0.105263158,0.33,0.041666667,0.045454545,0.045454545,0.344827586,0.116772824,0.15625,0.045454545,0.166666667,0.88,1
0.37704918,0.039950062,0.039164491,0.060686016,0.025316456,0.105263158,0.105263158,0.67,0.457831325,0.028846154,0,1,1,0,0,0.193254185,0.099787686,0.140231879,0.045454545,0.081335314,1,0
0.655737705,0.207240949,0.015665796,0.187335092,0.316455696,0,0,1,1,0.240384615,0.105263158,0.52,0.066483704,0,0,0.392241379,0.140127389,0.09375,0.090909091,0.055555556,0.75,0
0.573770492,0.333333333,0.020887728,0.218997361,0.329113924,0,0,0.85,0.096385542,0.259615385,0.157894737,0.48,0.208333333,0,0,0.168103448,0.171974522,0.1875,0.136363636,0.055555556,0.83,1
0.459016393,0.239700375,0.020887728,0.142480211,0.17721519,0,0,0.86,0,0.221153846,0.157894737,0.36,0.458333333,0,0,0.099137931,0.146496815,0.09375,0.090909091,0.055555556,0.75,0
0.409836066,0.239700375,0.01305483,0.208443272,0.291139241,0.052631579,0.052631579,0.85,0.024096386,0.25,0.105263158,0.35,0,0,0,0.310344828,0.201698514,0.28125,0.045454545,0.166666667,0.92,0
0.475409836,0.438202247,0.005221932,0.303430079,0.341772152,0.052631579,0.052631579,0.86,0.024096386,0.278846154,0.315789474,0.41,0,0.03030303,0.03030303,0.159482759,0.210191083,0.25,0.272727273,0.055555556,0.89,0
0.639344262,0.225967541,0.018276762,0.155672823,0.189873418,0,0,1,1,0.144230769,0.052631579,0.4,0,0.060606061,0.060606061,0.262931034,0.13163482,0.0625,0,0.055555556,0.38,0
0.491803279,0.202247191,0.031331593,0.17414248,0.35443038,0.052631579,0.052631579,0.9,0.048192771,0.096153846,0,0.34,1,0.045454545,0.045454545,0.237068966,0.08492569,0.15625,0.136363636,0.111111111,0.9,0
0.901639344,0.173533084,0.026109661,0.197889182,0.17721519,0,0,1,1,0.144230769,0.052631579,0.14,1,0,0,0.012931034,0.141223485,0.09375,0,0,0.57,1
0.901639344,0.609238452,0.010443864,0.46701847,0.151898734,0,0,0.92,0.43373494,0.115384615,0.052631579,0.42,0.142975435,0,0,0.00862069,0.203821656,0.0625,0,0,0.75,1
0.868852459,0.449438202,0.060052219,0.448548813,0.063291139,0.052631579,0,0.83,0.831325301,0.057692308,0,0.17,0,0,0,0,0.149066713,0.03125,0.071088683,0.081335314,0.33,0
0.459016393,0.289637953,0.01305483,0.216358839,0.253164557,0,0,0.68,0.024096386,0.240384615,0.105263158,0.68,0.25,0,0,0.392241379,0.112526539,0.09375,0.227272727,0.111111111,0.82,1
0.901639344,0.252184769,0.036553525,0.216358839,0.227848101,0,0,1,1,0.173076923,0,0.17,1,0,0,0.012931034,0.141223485,0.125,0,0,0.56,1
0.606557377,0.298377029,0.010443864,0.221635884,0.126582278,0.105263158,0,0.75,0.674698795,0.125,0.052631579,0.5,0.142975435,0.015151515,0,0.168103448,0.144373673,0.125,0.045454545,0.111111111,1,1
0.540983607,0.062421973,0.018276762,0.007915567,0.012658228,0,0,1,1,0.019230769,0.052631579,0,1,0.045454545,0.045454545,0.206896552,0.141223485,0.03125,0.06351081,0.039404979,1,1
0.803278689,0.288389513,0.11227154,0.242744063,0.189873418,0,0,1,1,0.163461538,0,0.65,1,0,0,0.193965517,0.1507431,0.125,0,0,0.83,1
0.639344262,0.222760794,0.01305483,0.18469657,0.518987342,0,0,1,1,0.451923077,0.052631579,0.57,1,0.015151515,0.015151515,0.353448276,0.116772824,0.25,0.409090909,0.333333333,0.86,0
0.737704918,0.257178527,0.01305483,0.248021108,0.443037975,0,0,0.97,0.325923382,0.365384615,0.210526316,0.34,0.208333333,0.045454545,0.03030303,0.068965517,0.18895966,0.34375,0.227272727,0,0.77,1
0.426229508,0.062421973,0.033942559,0.068601583,0.126582278,0.052631579,0,0.73,0.084337349,0.105769231,0,0.45,0,0.015151515,0.015151515,0.198275862,0.259023355,0.03125,0.136363636,0.081335314,0.56,0
0.573770492,0.18102372,0.01305483,0.189973615,0.379746835,0.105263158,0,0.72,0.481927711,0.307692308,0.157894737,0.22,0.041666667,0.045454545,0.045454545,0.206896552,0.129511677,0.125,0.045454545,0.055555556,0.67,0
0.819672131,0.465667915,0.046997389,0.366754617,0.164556962,0,0,0.92,0.421686747,0.125,0,0.15,0.142975435,0,0,0.025862069,0.141223485,0.03125,0.06351081,0,0.33,1
0.770491803,0.235955056,0.01305483,0.189973615,0.341772152,0,0,0.93,0.180722892,0.269230769,0.052631579,0.39,1,0.03030303,0.03030303,0.012931034,0.076433121,0.09375,0.045454545,0,0.67,0
0.704918033,0.114856429,0.005221932,0.084432718,0.101265823,0,0,1,1,0.086538462,0.157894737,0.56,0,0.015151515,0.015151515,0.150862069,0.203821656,0.03125,0.045454545,0,0.6,0
0.540983607,0.007490637,0.002610966,0,0.012658228,0,0,1,1,0.028846154,0.157894737,0.33,0.083333333,0.060606061,0.060606061,0.193965517,0.149066713,0.03125,0,0,0.67,0
0.672131148,0.435705368,0.018276762,0.197889182,0.088607595,0,0,0.63,0.13253012,0.076923077,0.052631579,0.63,0.333333333,0,0,0,0.157112527,0,0.090909091,0,0.75,0
0.557377049,0.106117353,0.031331593,0.105540897,0.253164557,0,0,0.9,0.13253012,0.192307692,0,0.35,0,0.015151515,0.015151515,0.13362069,0.154989384,0.09375,0.090909091,0.055555556,0.6,0
0.573770492,0.268414482,0.028720627,0.277044855,0.303797468,0,0,0.88,0.21686747,0.230769231,0.052631579,0.17,0,0.075757576,0.060606061,0.262931034,0.141223485,0.15625,0,0.166666667,0.5,1
0.836065574,0.327091136,0.005221932,0.218997361,0.240506329,0,0,1,1,0.192307692,0.105263158,0.35,0,0.045454545,0.045454545,0.060344828,0.199575372,0.0625,0.045454545,0.055555556,0.36,1
0.68852459,0.217228464,0.007832898,0.171503958,0.227848101,0,0,1,1,0.182692308,0.052631579,0.42,0,0,0,0.206896552,0.108280255,0.1875,0.090909091,0.055555556,0.82,1
0.918032787,0.490636704,0.005221932,0.337730871,0.139240506,0,0,1,1,0.115384615,0.052631579,0.25,0.083333333,0.03030303,0.03030303,0.030172414,0.210191083,0.09375,0,0,0.67,1
0.950819672,0.528089888,0.15926893,0.324538259,0.17721519,0,0,1,1,0.144230769,0,0.14,0.142975435,0,0,0.012931034,0.141223485,0.125,0,0,0.71,1
0.786885246,0.083645443,0.015665796,0.039577836,0.075949367,0,0,1,1,0.028846154,0.210526316,0.33,0.166666667,0.03030303,0.015151515,0.012931034,0.141223485,0.0625,0.045454545,0,1,1
0.885245902,0.049937578,0.039164491,0.306068602,0.151898734,0,0,1,1,0.115384615,0,0.33,0.142975435,0,0,0.176724138,0.141223485,0.03125,0,0,0.5,1
0.721311475,0.073657928,0.005221932,0.07651715,0.17721519,0,0,1,1,0.144230769,0.052631579,0.07,0.875,0,0,0.11637931,0.149066713,0.125,0,0,0.56,0
0.360655738,0.187265918,0.015665796,0.19525066,0.291139241,0.105263158,0.052631579,0.87,0.012048193,0.298076923,0.157894737,0.58,0,0,0,0,0.193205945,0,0.045454545,0,0.75,0
0.508196721,0.106117353,0.01305483,0.071240106,0.17721519,0,0,1,1,0.134615385,0.315789474,0.29,0,0.015151515,0.015151515,0.275862069,0.149066713,0.21875,0,0,1,0
0.672131148,0.213483146,0.007832898,0.105540897,0.17721519,0.052631579,0.052631579,1,1,0.134615385,0.105263158,0.14,1,0,0,0.193965517,0.18895966,0.125,0.045454545,0.055555556,0.75,1
0.672131148,0.322097378,0.018276762,0.150395778,0.569620253,0.052631579,0,0.96,0.722891566,0.451923077,0.052631579,0.24,1,0.03030303,0.03030303,0.060344828,0.184713376,0.1875,0.090909091,0.055555556,0.43,1
0.803278689,0.374531835,0.07310705,0.229551451,0.240506329,0,0,1,1,0.192307692,0,0.15,0,0.045454545,0.045454545,0.00862069,0.141223485,0.125,0.06351081,0,0.5,1
0.655737705,0.230961298,0.028720627,0.192612137,0.303797468,0,0,1,1,0.230769231,0.052631579,0.5,0.416666667,0,0,0.206896552,0.184713376,0.125,0.090909091,0.111111111,1,1
0.786885246,0.177278402,0.036553525,0.208443272,0.291139241,0,0,0.92,0.65060241,0.240384615,0,0.36,0,0,0,0.034482759,0.10403397,0.03125,0.045454545,0,0.33,1
0.573770492,0.154806492,0.020887728,0.142480211,0.189873418,0,0,0.63,0.192771084,0.153846154,0.052631579,0.44,0.291666667,0,0,0.202586207,0.144373673,0.03125,0.181818182,0.055555556,0.55,0
0.62295082,0.104868914,0.007832898,0.071240106,0.278481013,0,0,1,1,0.211538462,0.421052632,0.45,0,0.045454545,0.03030303,0.275862069,0.193205945,0.09375,0.227272727,0.055555556,0.75,0
0.606557377,0.093632959,0.023498695,0.163588391,0.063291139,0.052631579,0.052631579,0.83,0.301204819,0.096153846,0.052631579,0.33,1,0,0,0.150862069,0.149066713,0.03125,0.071088683,0,1,0
0.885245902,0.163545568,0.028720627,0.221635884,0.17721519,0,0,1,1,0.211538462,0.052631579,0.14,0.916666667,0,0,0.012931034,0.029723992,0.03125,0,0,0.67,1
0.721311475,0.332084894,0.133159269,0.124010554,0.012658228,0,0,1,1,0.173076923,0,0,0.142975435,0.015151515,0,0.034482759,0.141223485,0.03125,0.06351081,0.039404979,1,1
0.754098361,0.230961298,0.010443864,0.203166227,0.265822785,0,0,1,1,0.211538462,0.052631579,0.18,0,0.015151515,0.015151515,0.198275862,0.205944798,0.125,0.045454545,0.055555556,0.67,1
0.901639344,0.65917603,0.01305483,0.469656992,0.215189873,0,0,1,1,0.163461538,0.105263158,0.24,0,0,0,0.012931034,0.171974522,0.15625,0.045454545,0,0.64,1
0.540983607,0.156054931,0.005221932,0.171503958,0.215189873,0,0,0.94,0.192771084,0.173076923,0.210526316,0.33,1,0.045454545,0.045454545,0.181034483,0.171974522,0.09375,0.136363636,0.166666667,0.58,0
0.524590164,0.15855181,0.026109661,0.158311346,0.379746835,0,0,0.78,0.024096386,0.307692308,0.157894737,0.34,0,0.015151515,0.015151515,0.073275862,0.210191083,0.0625,0.409090909,0,0.67,1
0.573770492,0.220973783,0.028720627,0.255936675,0.303797468,0,0,0.92,0.56626506,0.230769231,0.052631579,0.29,0,0.03030303,0.03030303,0.267241379,0.174097665,0.25,0.045454545,0.111111111,0.73,1
0.655737705,0.424469413,0.010443864,0.340369393,0.556962025,0,0,0.95,0.686746988,0.423076923,0.157894737,0.2,0,0.045454545,0.045454545,0.103448276,0.149066713,0.1875,0.045454545,0.111111111,0.43,0
0.590163934,0.087390762,0.007832898,0.116094987,0.17721519,0.052631579,0,0.87,0.240963855,0.144230769,0.105263158,0.07,1,0.015151515,0.015151515,0.125,0.149066713,0.15625,0,0,0.58,0
0.754098361,0.514357054,0.020887728,0.306068602,0.405063291,0,0,0.97,0.204819277,0.317307692,0.052631579,0.36,0.5,0,0,0.11637931,0.148619958,0.0625,0.045454545,0,0.29,1
0.868852459,0.208489388,0.020887728,0.361477573,0.303797468,0,0,1,1,0.057692308,0.052631579,0.08,0.041666667,0.03030303,0.015151515,0.038793103,0.149066713,0.03125,0,0,0.18,0
0.721311475,0.329588015,0.005221932,0.171503958,0.151898734,0,0,1,1,0.134615385,0.210526316,0.46,0,0.075757576,0.075757576,0.314655172,0.125265393,0.125,0.090909091,0.055555556,0.78,1
0.606557377,0.368289638,0.005221932,0.35883905,0.202531646,0,0,1,1,0.115384615,0.052631579,0.24,0.666666667,0,0,0.306034483,0.101910828,0.25,0.045454545,0.166666667,1,1
0.721311475,0.335830212,0.010443864,0.306068602,0.556962025,0,0,1,1,0.480769231,0.105263158,0.35,0.208333333,0,0,0.155172414,0.208067941,0.1875,0.045454545,0.111111111,0.53,1
0.409836066,0.205992509,0.007832898,0.153034301,0.303797468,0.052631579,0.052631579,0.8,0.012048193,0.240384615,0.052631579,0.24,0.041666667,0.015151515,0.015151515,0,0.101910828,0,0.090909091,0,0.33,0
0.655737705,0.194756554,0.018276762,0.153034301,0.215189873,0.052631579,0.052631579,0.89,0.156626506,0.182692308,0.052631579,0.37,0.833333333,0,0,0.081896552,0.099787686,0.03125,0.090909091,0,0.8,0
0.901639344,0.323345818,0.060052219,0.221635884,0.278481013,0,0,1,1,0.211538462,0,0.23,0.142975435,0,0,0.030172414,0.141223485,0.09375,0,0,0.36,1
0.508196721,0.215980025,0.010443864,0.155672823,0.341772152,0,0,1,1,0.259615385,0.263157895,0.3,0,0,0,0.271551724,0.182590234,0.3125,0.090909091,0.222222222,0.81,0
0.737704918,0.337078652,0.010443864,0.226912929,0.17721519,0,0,1,1,0.240384615,0.105263158,0.29,1,0,0,0.137931034,0.149066713,0.1875,0,0.111111111,0.78,0
0.524590164,0.645443196,0.018276762,0.218997361,0.278481013,0,0,0.92,0.096385542,0.230769231,0.052631579,0.33,0.041666667,0.03030303,0.03030303,0.280172414,0.149066713,0.125,0,0.055555556,0.83,0
0.491803279,0.18227216,0.031331593,0.234828496,0.17721519,0.052631579,0,0.67,0.084337349,0.144230769,0,0.47,0,0.015151515,0.015151515,0.314655172,0.072186837,0.09375,0.045454545,0,1,1
0.360655738,0.20349563,0.033942559,0.153034301,0.075949367,0,0,0.67,0.120481928,0.057692308,0,0.33,0.25,0,0,0.443965517,0.149066713,0.0625,0,0.111111111,1,0
0.68852459,0.441947566,0.039164491,0.311345646,0.253164557,0.052631579,0,0.82,0.096385542,0.211538462,0,0.18,0.75,0,0,0.099137931,0.141223485,0.15625,0,0,0.6,1
0.557377049,0.27340824,0.023498695,0.166226913,0.367088608,0.052631579,0.052631579,0.97,0.638554217,0.298076923,0.105263158,0.27,0.375,0,0,0.206896552,0.067940552,0.3125,0.045454545,0.166666667,0.81,0
0.93442623,0.235955056,0.049608355,0.26121372,0.202531646,0,0,1,1,0.057692308,0,0.56,0.75,0,0,0.012931034,0.141223485,0.09375,0,0,1,1
0.31147541,0.367041199,0.018276762,0.240105541,0.544303797,0.105263158,0,0.89,0.036144578,0.451923077,0.052631579,0.68,0,0.015151515,0.015151515,0.297413793,0.093418259,0.1875,0.409090909,0.166666667,0.85,0
0.93442623,0.297128589,0.002610966,0.242744063,0.253164557,0,0,1,1,0.211538462,0.052631579,0.32,0.142975435,0,0,0,0.163481953,0.0625,0.090909091,0,0.36,1
0.803278689,0.171036205,0.023498695,0.145118734,0.215189873,0,0,1,1,0.163461538,0.052631579,0.35,0.142975435,0,0,0,0.141223485,0.03125,0,0.039404979,0.5,1
0.639344262,0.219725343,0.052219321,0.197889182,0.17721519,0,0,1,1,0.153846154,0,0.63,0.416666667,0,0,0.215517241,0.006369427,0.15625,0.045454545,0.055555556,1,0
0.557377049,0.310861423,0.005221932,0.189973615,0.392405063,0,0,0.97,0.227088683,0.326923077,0.210526316,0.59,1,0.045454545,0.045454545,0.340517241,0.178343949,0.1875,0.181818182,0.111111111,0.92,0
0.606557377,0.20474407,0.018276762,0.216358839,0.240506329,0,0,0.95,0.240963855,0.192307692,0.052631579,0.4,0,0,0,0.254310345,0.167728238,0.15625,0.090909091,0.055555556,0.73,0
0.557377049,0.210986267,0.018276762,0.050131926,0.291139241,0,0,1,1,0.221153846,0.210526316,0.13,1,0.015151515,0.015151515,0.280172414,0.195329087,0.375,0.045454545,0.222222222,0.79,0
0.918032787,0.38701623,0.002610966,0.284960422,0.17721519,0,0,1,1,0.153846154,0.105263158,0.38,0.375,0,0,0.012931034,0.141223485,0.125,0,0,0.71,1
0.819672131,0.280898876,0.028720627,0.187335092,0.291139241,0,0,0.96,0.602409639,0.230769231,0.052631579,0.48,1,0,0,0,0.141223485,0,0,0,0.33,1
0.901639344,0.253433208,0.020887728,0.353562005,0.46835443,0,0,1,1,0.076923077,0.052631579,0.11,0.791666667,0,0,0.00862069,0.141223485,0.125,0,0,0.24,1
0.639344262,0.129837703,0.005221932,0.079155673,0.189873418,0,0,1,1,0.153846154,0.210526316,0.25,0,0.015151515,0.015151515,0.090517241,0.154989384,0.125,0.090909091,0,0.58,1
0.721311475,0.348314607,0.023498695,0.226912929,0.46835443,0,0,1,1,0.355769231,0.052631579,0.38,0,0.015151515,0.015151515,0.146551724,0.112526539,0.09375,0.136363636,0.055555556,0.62,0
0.459016393,0.169787765,0.049608355,0.153034301,0.113924051,0,0,0.92,0.012048193,0.125,0,0.31,0,0.03030303,0.03030303,0.392241379,0.129511677,0.125,0.045454545,0.222222222,0.75,1
0.93442623,0.656679151,0.002610966,0.54353562,0.126582278,0,0,1,1,0.105769231,0.052631579,0.18,0.083333333,0.015151515,0.015151515,0.00862069,0.141223485,0.0625,0,0,0.75,1
0.557377049,0.114856429,0.049608355,0.142480211,0.253164557,0,0,0.95,0.445783133,0.163461538,0,0.1,0.5,0,0,0.318965517,0.149066713,0.1875,0,0.166666667,0.78,0
0.442622951,0.36454432,0.005221932,0.187335092,0.139240506,0.157894737,0.105263158,0.56,0.024096386,0.153846154,0.052631579,0.25,1,0,0,0.120689655,0.157112527,0.15625,0.045454545,0,0.78,0
0.409836066,0.111111111,0.010443864,0.09762533,0.392405063,0,0,1,1,0.307692308,0.263157895,0.56,0,0.015151515,0.015151515,0.306034483,0.191082803,0.40625,0.136363636,0.222222222,1,0
0.868852459,0.31835206,0.036553525,0.321899736,0.316455696,0,0,1,1,0.240384615,0,0.08,0,0,0,0.077586207,0.141223485,0.15625,0,0,0.4,1
0.360655738,0.142322097,0.007832898,0.129287599,0.151898734,0.157894737,0.052631579,0.75,0.771084337,0.153846154,0.105263158,0.38,0,0.03030303,0.03030303,0.418103448,0.154989384,0.1875,0.136363636,0.222222222,1,0
0.442622951,0.222760794,0.007832898,0.182058047,0.240506329,0.157894737,0.157894737,0.84,0.915662651,0,0.157894737,0.42,0.333333333,0,0,0.094827586,0.154989384,0.03125,0.045454545,0,0.33,0
0.721311475,0.480649189,0.010443864,0.313984169,0.278481013,0.052631579,0.052631579,0.96,0.686746988,0.221153846,0.052631579,0.35,1,0.015151515,0.015151515,0.13362069,0.199575372,0.21875,0.090909091,0.055555556,0.83,1
0.639344262,0.213483146,0.010443864,0.187335092,0.329113924,0,0,0.96,0.228915663,0.25,0.052631579,0.3,0.791666667,0,0,0.181034483,0.149066713,0.09375,0.071088683,0.055555556,0.38,0
0.393442623,0.162297129,0.002610966,0.013192612,0.151898734,0,0,1,1,0.048076923,0.526315789,0.23,1,0.121212121,0.121212121,0.13362069,0.208067941,0.21875,0.090909091,0.055555556,0.85,0
0.786885246,0.191011236,0.023498695,0.155672823,0.227848101,0,0,1,1,0.182692308,0.105263158,0.28,0,0.03030303,0.03030303,0.012931034,0.149066713,0.09375,0.045454545,0,0.5,0
0.590163934,0.162297129,0.041775457,0.213720317,0.240506329,0,0,0.9,0.120481928,0.192307692,0,0.25,0,0,0,0.034482759,0.141223485,0.15625,0.045454545,0,0.7,1
0.754098361,0.428214732,0.044386423,0.316622691,0.151898734,0,0,1,1,0.115384615,0,0.33,0,0.045454545,0.045454545,0.228448276,0.149066713,0.03125,0,0.055555556,0.33,0
0.721311475,0.38576779,0.028720627,0.26121372,0.493670886,0,0,0.98,0.325923382,0.403846154,0.052631579,0.36,0,0,0,0.198275862,0.154989384,0.15625,0.136363636,0.055555556,0.69,1
0.704918033,0.493133583,0.005221932,0.269129288,0.278481013,0,0,0.91,0.13253012,0.221153846,0.052631579,0.13,0.375,0,0,0.073275862,0.149066713,0.21875,0,0,0.5,0
