age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,income,marital-status_Non-Married,native-country_US,occupation_Other,race_White,relationship_Non-Husband,sex_Male,workclass_Private
0.04109589,0.171657821,0.6,0,0,0.43877551,0,1,1,1,0,1,1,1
0.383561644,0.2534681,0.8,0,0.323232323,0.397959184,0,1,1,0,1,1,1,1
0.178082192,0.032247829,0.6,0,0,0.397959184,0,0,1,0,1,1,1,0
0.068493151,0.202438241,0.6,0,0,0.142857143,0,0,1,1,0,0,1,0
0.424657534,0.155685451,0.4,0,0,0.397959184,0,1,0,0,1,1,1,1
0.054794521,0.125101903,0.6,0,0,0.397959184,0,1,1,0,1,1,1,1
0.02739726,0.35978662,0.533333333,0,0,0.244897959,0,0,1,0,1,1,0,1
0.191780822,0.048622063,0.6,0,0,0.37755102,1,0,1,1,1,0,1,1
0.424657534,0.171293844,0.733333333,0,0,0.397959184,0,0,1,0,1,0,1,0
0.191780822,0.335285144,0.266666667,0,0,0.428571429,0,0,1,0,1,0,1,1
0.493150685,0.051566353,0.8,0,0,0.397959184,0,0,1,0,1,0,1,0
0.095890411,0.108720905,0.8,0,0,0.5,0,0,1,1,1,0,1,1
0.438356164,0.05571488,0.533333333,0,0,0.397959184,0,1,1,0,1,1,0,1
0.109589041,0.187871038,0.533333333,0,0,0.346938776,0,1,1,1,1,1,1,1
0.547945205,0.220287325,0.8,0,0,0.397959184,1,0,1,0,0,0,1,0
0.493150685,0.089354347,0.533333333,0,0,0.37755102,0,0,1,0,1,0,1,1
0.369863014,0.078525013,0.866666667,0,0,0.397959184,0,1,1,0,1,1,0,1
0.328767123,0.060426963,0.666666667,0,0,0.397959184,0,0,1,1,1,0,1,0
0.164383562,0.175345626,0.666666667,0,0,0.428571429,0,1,1,0,1,1,1,1
0.109589041,0.013523982,0.6,0,0,0.397959184,0,0,1,0,0,1,0,1
0.01369863,0.145232949,0.533333333,0,0,0.295918367,0,1,1,1,1,1,0,1
0.410958904,0.026757052,0.933333333,0,0.436639118,0.602040816,1,0,0,0,1,1,0,1
0.452054795,0.161895387,0.8,0,0,0.551020408,1,1,1,0,1,1,1,0
0.410958904,0.065994189,0.533333333,0,0,0.602040816,0,1,1,0,1,1,1,0
0.356164384,0.152699891,0.6,0,0,0.397959184,1,0,1,1,1,0,1,1
0.397260274,0.138271379,0.133333333,0,0,0.397959184,0,0,0,0,1,0,1,1
0.246575342,0.029812971,0.666666667,0,0,0.397959184,0,0,0,1,1,0,1,1
0.328767123,0.091391401,0.533333333,0,0,0.479591837,0,0,1,0,1,0,1,1
0.178082192,0.118976534,0.533333333,0.050130501,0,0.397959184,0,0,1,0,1,0,1,1
0.178082192,0.031940005,0.8,0.024070241,0,0.397959184,0,0,1,1,1,0,1,1
0.205479452,0.19054742,0.2,0,0,0.397959184,0,1,1,1,1,1,1,1
0.424657534,0.092925787,0.533333333,0,0,0.397959184,0,0,1,1,1,0,1,1
0.342465753,0.070594643,1,0,0,0.448979592,1,0,1,0,1,0,1,1
0.164383562,0.063129729,0.6,0,0,0.581632653,0,1,1,1,1,1,1,1
0.260273973,0.096915328,0.533333333,0,0,0.397959184,0,0,1,1,1,0,1,1
0.150684932,0.115613467,0.6,0,0,0.397959184,0,1,1,0,1,1,0,1
0.493150685,0.106595901,0.533333333,0,0,0.397959184,1,0,1,0,1,1,0,1
0.438356164,0.121368094,0.6,0,0,0.5,1,0,1,0,1,0,1,0
0.109589041,0.12745693,0.6,0,0,0.397959184,0,1,1,0,1,1,1,0
0.02739726,0.060363368,0.6,0,0,0.316326531,0,1,1,0,1,1,1,1
0.191780822,0.201397726,0.8,0,0,0.397959184,0,1,1,1,0,1,0,1
0.164383562,0.101489397,0.8,0,0,0.704081633,1,0,1,1,1,0,1,0
0.082191781,0.134896811,0.6,0,0,0.397959184,0,1,1,0,1,1,1,1
0.849315068,0.076082713,0.6,0,0,0.193877551,0,0,1,0,1,1,1,1
0.136986301,0.136414284,0.533333333,0,0,0.397959184,0,1,0,1,1,1,1,1
0.315068493,0.013482713,0.733333333,0,0,0.397959184,0,0,1,0,1,0,1,1
0.684931507,0.135628148,0.333333333,0,0,0.010204082,0,0,1,0,1,0,1,1
0.01369863,0.201167703,0.4,0,0,0.214285714,0,1,1,1,1,1,0,1
0.191780822,0.076883057,0.2,0,0,0.397959184,0,0,1,1,1,0,1,0
0.01369863,0.29399201,0.533333333,0,0,0.295918367,0,1,1,1,1,1,1,1
0.479452055,0.178761463,0.8,0,0,0.397959184,0,0,0,1,1,0,1,1
0.397260274,0.026610243,0.533333333,0,0,0.397959184,0,0,1,1,1,1,0,1
0.575342466,0.099892092,0.533333333,0,0,0.479591837,0,0,1,1,1,0,1,1
0.369863014,0.224140882,0.533333333,0.143441434,0,0.397959184,1,1,1,1,1,1,0,1
0.493150685,0.225941825,0.533333333,0,0,0.346938776,0,1,1,1,1,1,0,1
0.438356164,0.173159057,0.533333333,0,0,0.397959184,1,0,1,1,1,0,1,0
0.219178082,0.128383786,0.866666667,0,0,0.5,0,0,1,0,1,0,1,1
0.178082192,0.028447719,0.266666667,0,0,0.397959184,0,1,1,1,1,1,1,1
0.356164384,0.269655609,1,0,0,0.5,1,1,1,0,1,1,0,0
0.547945205,0.160807515,0.666666667,0,0,0.397959184,0,0,1,0,1,0,1,1
0.273972603,0.185672292,0.6,0,0,0.397959184,0,1,1,1,1,1,0,1
0.150684932,0.135495547,0.6,0,0,0.244897959,0,1,1,0,0,1,0,1
0.178082192,0.071348982,0.533333333,0,0.361111111,0.346938776,0,0,1,1,0,1,0,1
0.232876712,0.144786434,0.8,0,0,0.397959184,1,0,1,1,1,0,1,0
0.164383562,0.069886308,0.6,0,0,0.5,0,1,1,1,1,1,1,0
0.424657534,0.121094773,1,0,0.436639118,0.602040816,1,0,1,0,1,0,1,0
0.273972603,0.128811358,0.6,0,0,0.479591837,1,0,1,1,1,0,1,1
0.424657534,0.107440896,0.733333333,0,0,0.397959184,0,1,0,0,1,1,0,1
0.205479452,0.160423242,0.533333333,0,0,0.397959184,0,1,1,1,0,1,1,0
0.808219178,0.075708588,0.866666667,0,0,0.397959184,1,0,1,0,1,0,1,1
0.369863014,0.125833917,0.8,0.150241502,0,0.602040816,1,0,1,0,1,0,1,1
0.410958904,0.092571282,0.866666667,0,0,0.5,0,1,1,0,1,1,0,0
0.04109589,0.119080721,0.6,0,0,0.397959184,0,1,1,1,1,1,0,1
0.164383562,0.06166435,0.533333333,0,0,0.397959184,0,1,1,1,1,1,1,1
0.205479452,0.206597592,0.533333333,0.076880769,0,0.397959184,1,0,1,1,1,0,1,0
0,0.197946709,0.333333333,0.34095341,0,0.316326531,0,1,1,1,1,1,0,0
0.178082192,0.123546544,0.4,0,0,0.397959184,0,1,1,1,1,1,1,1
0.191780822,0.11973358,0.533333333,0,0,0.397959184,0,1,1,0,1,1,0,0
0.342465753,0.076047534,0.533333333,0,0,0.397959184,0,0,1,1,1,0,1,1
0.095890411,0.28420725,0.8,0,0,0.397959184,0,1,1,1,1,1,1,1
0.287671233,0.035882864,0.933333333,0,0,0.397959184,1,0,1,0,1,0,1,1
0.534246575,0.218738055,0.533333333,0,0.433195592,0.5,1,0,0,1,1,0,1,0
0.150684932,0.247331229,0.6,0.040640406,0,0.244897959,0,0,1,1,1,1,0,1
0.260273973,0.061280076,0.533333333,0,0,0.397959184,0,1,1,0,1,1,0,1
0.493150685,0.056397506,0.266666667,0,0,0.5,0,0,1,1,1,0,1,1
0.534246575,0.196740443,0.6,0,0,0.5,0,0,1,1,1,0,1,0
0.438356164,0.125217591,0.666666667,0,0,0.397959184,1,0,1,1,0,0,1,0
0.520547945,0.159166912,0.6,0,0,0.56122449,0,0,1,1,1,0,1,1
0.068493151,0.06112312,0.533333333,0,0,0.408163265,0,1,1,1,1,1,1,1
0.054794521,0.126938702,0.6,0,0,0.397959184,0,1,1,1,1,1,0,1
0.315068493,0.072097232,0.8,0,0,0.602040816,0,0,1,0,1,0,1,1
0.178082192,0.043878859,0.8,0,0,0.397959184,0,1,0,0,0,1,1,1
0.164383562,0.172993306,0.8,0,0,0.5,1,0,1,0,1,0,1,0
0.02739726,0.195736462,0.6,0,0,0.346938776,0,1,1,1,0,1,1,1
0.410958904,0.18641513,0.8,0,0,0.397959184,1,0,1,0,1,1,0,1
0.04109589,0.067255931,0.6,0,0.394628099,0.275510204,0,1,1,0,1,1,0,1
0.191780822,0.069447912,0.733333333,0,0,0.397959184,1,0,1,0,1,0,1,1
0.246575342,0.0791684,0.533333333,0,0,0.397959184,0,0,1,0,1,0,1,1
0.301369863,0.239124831,0.6,0,0,0.397959184,0,1,1,1,1,1,1,1
0.150684932,0.038789945,0.733333333,0,0,0.602040816,0,1,1,1,1,1,0,1
0.095890411,0.020998366,0.533333333,0,0.404499541,0.397959184,0,1,1,1,1,1,0,1
0.287671233,0.07353961,0.533333333,0.043860439,0,0.346938776,0,0,1,1,1,0,1,0
0.273972603,0.163665885,0.8,0,0,0.5,0,0,1,1,1,0,1,1
0.397260274,0.090595116,0.733333333,0,0,0.357142857,0,1,1,1,0,1,0,1
0.287671233,0.076887116,0.866666667,0,0,0.397959184,1,0,0,0,1,0,1,0
0.356164384,0.030197244,0.533333333,0,0,0.602040816,0,0,1,1,1,0,1,0
0.136986301,0.102050246,0.666666667,0,0,0.346938776,0,0,1,0,1,1,0,1
0.04109589,0.014900735,0.6,0,0,0.193877551,0,1,1,1,1,1,1,1
0.438356164,0.047146535,0.6,0,0,0.397959184,1,0,1,1,0,0,1,1
0.602739726,0.036755598,0.533333333,0,0,0.397959184,0,0,1,1,1,0,1,0
0.136986301,0.149174455,0.6,0,0,0.397959184,0,1,1,1,1,1,0,1
0.02739726,0.206061775,0.6,0,0,0.295918367,0,1,0,1,1,1,1,1
0.383561644,0.124685156,0.666666667,0,0.359044995,0.397959184,1,1,1,0,1,1,0,1
0.726027397,0.062979538,0.6,0,0,0.397959184,0,1,1,1,1,1,1,1
0.191780822,0.117398849,0.533333333,0,0,0.295918367,0,1,1,1,0,1,0,1
0.068493151,0.110335799,0.6,0,0,0.234693878,0,0,1,1,1,0,1,1
0.260273973,0.064952998,0.533333333,0,0,0.234693878,0,1,1,1,1,1,0,1
0.643835616,0.114298955,0.4,0,0.500229568,0.397959184,0,0,1,1,1,0,1,1
0.356164384,0.109854105,0.6,0,0,0.397959184,0,1,1,1,1,1,0,1
0.410958904,0.117530774,0.6,0,0,0.37755102,0,1,0,0,1,1,0,0
0.232876712,0.12576694,0.533333333,0,0,0.397959184,0,1,1,0,1,1,0,1
0.219178082,0.101966356,0.8,0,0,0.397959184,0,1,0,0,0,1,0,1
0.054794521,0.192050686,0.533333333,0,0,0.346938776,0,1,1,1,1,1,1,1
0.479452055,0.162787063,0.533333333,0,0,0.448979592,1,1,1,1,1,1,1,1
0.424657534,0.118684947,0.533333333,0,0,0.459183673,0,0,1,1,1,0,1,1
0.082191781,0.136834414,0.8,0,0,0.397959184,0,1,1,1,1,1,1,1
0.739726027,0.326049056,0.6,0,0.416896235,0.010204082,0,1,1,1,0,1,1,0
0.164383562,0.121269319,0.533333333,0,0,0.602040816,0,1,1,1,1,1,1,1
0.342465753,0.146247755,0.8,0,0,0.5,0,1,1,1,0,1,1,1
0.698630137,0.01761162,0.066666667,0,0,0.193877551,0,1,1,1,1,1,0,1
0.109589041,0.162684906,0.533333333,0,0,0.397959184,0,1,1,1,1,1,0,1
0.369863014,0.044711677,0.866666667,0,0,0.397959184,0,1,1,0,0,1,0,0
0.150684932,0.051507494,0.533333333,0,0,0.397959184,0,1,0,0,0,1,0,1
0.383561644,0.127726868,0.866666667,0,0,0.397959184,1,0,1,1,1,0,1,0
0.260273973,0.131838186,0.6,0,0,0.397959184,0,1,0,1,1,1,0,1
0.301369863,0.151003136,0.733333333,0,0,0.418367347,0,1,1,0,1,1,1,0
0.397260274,0.061120413,0.866666667,0,0,0.397959184,0,1,1,1,1,1,1,0
0.01369863,0.009162345,0.4,0,0,0.153061224,0,1,1,1,1,1,1,1
0.671232877,0.028780575,0.666666667,0,0,0.193877551,0,1,1,0,1,1,0,0
0.136986301,0.07622411,0.533333333,0,0.454545455,0.397959184,0,1,1,1,1,1,1,1
0.150684932,0.110302649,0.533333333,0,0,0.397959184,0,0,1,1,1,0,1,0
0.465753425,0.056678269,0.6,0,0.453856749,0.397959184,1,0,1,1,1,0,1,1
0.136986301,0.281267019,0.8,0,0,0.5,0,1,1,1,1,1,1,1
0.150684932,0.092914963,0.8,0,0,0.397959184,1,0,1,0,1,0,1,0
0.136986301,0.163403389,0.533333333,0,0,0.244897959,0,1,1,1,1,1,0,1
0.054794521,0.203415161,0.533333333,0,0,0.397959184,0,1,1,1,0,1,1,1
0.232876712,0.318981947,0.533333333,0,0,0.397959184,0,1,1,1,0,1,1,1
0.01369863,0.116124253,0.533333333,0,0,0.112244898,0,1,1,1,1,1,1,1
0.219178082,0.016905992,0.8,0,0,0.653061224,0,0,1,0,1,0,1,1
0.369863014,0.114374727,0.6,0,0,0.37755102,1,0,1,0,0,0,1,0
0.356164384,0.069206388,0.6,0,0,0.397959184,0,1,1,0,1,1,0,1
0.178082192,0.42043887,0.6,0,0,0.448979592,0,1,1,1,0,1,1,1
0.315068493,0.185428739,0.2,0,0,0.397959184,1,0,0,0,1,0,1,1
0.273972603,0.011344855,0.6,0,0,0.418367347,1,0,1,0,1,0,1,0
0.232876712,0.197376388,0.533333333,0,0,0.397959184,0,0,1,0,0,0,1,1
0.328767123,0.088520853,0.8,0,0,0.397959184,0,1,1,0,1,1,0,0
0.493150685,0.083092317,0.8,0,0,0.5,0,1,1,0,1,1,0,0
0.191780822,0.059293763,0.866666667,0,0,0.5,0,0,1,0,1,1,0,1
0.561643836,0.065814906,1,0,0,0,1,0,1,0,1,0,1,0
0.287671233,0.096702219,0.6,0,0,0.275510204,0,1,1,0,0,1,0,1
0.095890411,0.099641773,0.6,0,0,0.397959184,0,0,1,0,1,0,1,1
0.328767123,0.34613342,0.8,0,0,0.397959184,0,0,1,1,0,0,1,0
0.410958904,0.073508489,0.6,0,0,0.448979592,0,0,1,1,1,0,1,1
0.328767123,0.080152762,0.8,0,0,0.234693878,0,0,1,1,1,0,1,0
0.082191781,0.125228416,0.133333333,0,0,0.397959184,0,0,0,1,1,1,1,1
0.260273973,0.058918961,0.6,0,0,0.397959184,0,1,1,1,1,1,1,1
0.315068493,0.030112677,0.866666667,0.140841408,0,0.551020408,1,1,1,0,1,1,0,0
0.246575342,0.085722018,0.866666667,0.07298073,0,0.397959184,1,0,1,0,1,1,1,1
0.095890411,0.013961025,0.533333333,0,0,0.397959184,0,1,1,1,1,1,1,0
0.123287671,0.260488528,0.866666667,0,0.43067034,0.397959184,0,1,1,0,1,1,0,1
0.02739726,0.107141866,0.533333333,0,0,0.397959184,0,1,0,0,1,1,1,1
0.465753425,0.167130433,0.8,0,0,0.5,1,0,1,0,1,0,1,1
0.342465753,0.164081956,0.6,0,0.307621671,0.397959184,0,1,1,0,1,1,0,0
0.273972603,0.024305281,0.533333333,0,0,0.346938776,0,1,1,0,1,1,0,0
0.01369863,0.086514919,0.4,0,0,0.397959184,0,1,1,1,1,1,0,1
0.260273973,0.078797658,0.8,0.07298073,0,0.357142857,1,0,1,1,0,0,1,1
0.246575342,0.016226748,0.533333333,0,0,0.602040816,0,1,1,1,1,1,1,1
0.561643836,0.134142472,0.533333333,0.150241502,0,0.346938776,1,0,1,1,1,1,0,0
0,0.035912632,0.4,0,0,0.112244898,0,1,1,1,1,1,0,1
0.369863014,0.100572689,0.533333333,0,0,0.397959184,0,0,1,1,0,0,1,0
0.273972603,0.132650707,0.533333333,0,0,0.397959184,1,0,1,1,1,0,1,1
0.246575342,0.095733417,0.6,0,0,0.397959184,0,1,1,1,0,1,0,1
0.589041096,0.049745791,0.533333333,0,0,0.397959184,0,0,1,1,0,0,1,1
0.506849315,0.076538023,0.2,0,0,0.397959184,1,0,1,0,1,0,1,0
0.273972603,0.421907632,0.8,0,0,0.602040816,1,1,1,0,0,1,1,1
0.452054795,0.203662097,0.733333333,0,0,0.397959184,0,1,1,1,1,1,0,1
0.287671233,0.115230547,0.8,0,0,0.5,0,0,0,1,1,0,1,1
0.383561644,0.065724927,0.8,0,0,0.551020408,0,0,1,0,1,0,1,1
0.109589041,0.164208468,0.333333333,0,0,0.397959184,0,1,1,1,1,1,1,1
0.191780822,0.125548418,0.6,0,0,0.397959184,0,0,1,1,1,0,1,1
0.643835616,0.118645031,0.066666667,0,0,0.397959184,0,1,1,1,1,1,1,1
1,0.026695487,0.533333333,0,0.506427916,0.397959184,0,1,1,1,0,1,1,1
0.506849315,0.111220034,0.533333333,0,0,0.193877551,0,0,1,0,0,0,1,1
0.493150685,0.086646844,0,0,0,0.346938776,0,1,1,0,1,1,0,0
0.01369863,0.15629907,0.533333333,0,0,0.397959184,0,1,1,1,1,1,0,1
0.589041096,0.008071091,0.333333333,0,0,0.091836735,0,1,1,1,0,1,0,1
0.671232877,0.105135257,0.533333333,0.014090141,0,0.5,0,0,1,1,1,0,1,0
0.794520548,0.204262862,0.666666667,0,0,0.193877551,0,1,0,0,1,1,0,1
0.657534247,0.111297835,0.533333333,0,0,0.397959184,0,1,1,0,1,1,0,1
0.246575342,0.356060252,0.4,0.036740367,0,0.397959184,0,1,1,1,0,1,1,1
0.328767123,0.079914621,0.533333333,0,0,0.37755102,0,1,1,1,0,1,0,1
0.109589041,0.099753402,0.6,0,0,0.418367347,0,1,1,0,1,1,1,1
0.219178082,0.0667695,0.6,0,0,0.397959184,0,1,1,1,0,1,0,1
0.150684932,0.043588625,0.933333333,0,0,0.551020408,1,1,1,0,1,1,1,1
0.575342466,0.173474324,0.533333333,0,0,0.397959184,0,0,1,1,1,0,1,0
0.315068493,0.10705527,0.6,0,0,0.37755102,0,1,1,0,1,1,0,0
0.328767123,0.113558823,0.8,0,0,0.5,1,0,0,0,1,0,1,1
0.287671233,0.06954195,0.866666667,0,0,0.704081633,1,0,1,0,1,0,1,0
0.082191781,0.069800388,0.533333333,0,0,0.397959184,0,1,1,1,1,1,1,1
0.315068493,0.227049316,0.8,0,0,0.397959184,1,0,1,0,1,0,1,1
0.328767123,0.124290735,0.533333333,0,0,0.193877551,0,0,1,1,1,1,0,0
0.095890411,0.176995701,0.733333333,0,0,0.5,0,0,1,1,1,0,1,0
0.04109589,0.072302223,0.6,0,0,0.193877551,0,1,1,1,1,1,1,0
0.287671233,0.113119074,0.6,0,0.399678604,0.397959184,0,1,1,1,1,1,1,1
0.534246575,0.129418212,0.533333333,0,0,0.346938776,0,0,1,0,1,0,1,1
0.561643836,0.151754769,0.533333333,0,0,0.448979592,1,0,1,0,1,0,1,1
0.205479452,0.116114781,0.533333333,0,0,0.336734694,0,1,1,1,1,1,0,1
0.315068493,0.132123008,0.733333333,0,0.453856749,0.602040816,1,0,1,1,1,0,1,1
0.383561644,0.095294344,0.533333333,0,0,0.397959184,0,0,1,0,1,0,1,1
0.328767123,0.06797712,0.933333333,0,0,0.397959184,1,0,1,0,1,1,0,1
0.342465753,0.25606668,0.8,0,0,0.397959184,0,0,1,0,0,1,0,1
0.575342466,0.107598529,0.333333333,0,0,0.295918367,0,1,1,1,0,1,0,0
0.02739726,0.010213684,0.6,0,0,0.397959184,0,1,1,0,1,1,1,0
0.561643836,0.166921383,0.6,0,0,0.193877551,0,1,1,1,1,1,1,1
0.342465753,0.196709322,0.533333333,0,0,0.397959184,1,0,0,1,0,0,1,0
0.04109589,0.071377396,0.533333333,0,0,0.397959184,0,1,1,1,1,1,0,1
0.205479452,0.108444877,0.533333333,0,0,0.295918367,0,1,1,1,1,1,0,1
0.383561644,0.118651796,0.666666667,0,0,0.448979592,0,1,1,0,1,1,0,1
0.452054795,0.130052804,0.2,0,0,0.397959184,0,1,1,1,1,1,1,1
0.260273973,0.093197755,0.8,0,0,0.397959184,0,1,1,0,1,1,0,1
0.383561644,0.05805164,0.533333333,0,0,0.602040816,0,0,1,1,1,0,1,1
0,0.15806145,0.4,0,0,0.112244898,0,1,1,1,1,1,1,1
0.575342466,0.090471986,0.6,0.040640406,0,0.397959184,0,0,1,1,1,0,1,1
0.123287671,0.247637701,0.4,0,0,0.397959184,0,0,1,1,1,0,1,1
0.273972603,0.165758415,0.6,0,0,0.755102041,1,0,0,0,0,0,1,0
0.02739726,0.13982065,0.6,0,0,0.234693878,0,1,0,0,1,1,1,0
0.643835616,0.00601374,0.533333333,0,0,0.397959184,1,0,1,0,1,0,1,1
0.219178082,0.117172886,0.8,0,0,0.448979592,0,1,1,0,1,1,0,1
0.219178082,0.14201872,0.533333333,0,0,0.397959184,1,0,1,1,1,1,0,1
0.602739726,0.038956373,0.533333333,0,0,0.397959184,1,0,1,0,1,0,1,1
0,0.121083272,0.266666667,0.010550106,0,0.234693878,0,1,1,1,1,1,1,1
0.452054795,0.012426638,0.866666667,0.024070241,0,0.989795918,0,0,1,1,1,0,1,0
0.136986301,0.133158787,0.866666667,0,0,0.346938776,0,1,1,0,1,1,1,0
0.178082192,0.039301408,0.533333333,0,0,0.397959184,0,1,1,0,1,1,0,1
0.356164384,0.315062089,0.533333333,0,0,0.397959184,0,0,1,1,0,0,1,1
0.369863014,0.107325208,0.6,0.07298073,0,0.397959184,1,0,1,1,1,0,1,1
0.246575342,0.120348552,0.6,0,0,0.397959184,0,1,1,0,1,1,0,1
0.109589041,0.122792881,0.6,0,0,0.397959184,0,1,1,1,1,1,0,1
0.095890411,0.180761984,0.6,0.07298073,0,0.479591837,1,0,1,0,1,1,0,1
0.068493151,0.01531207,0.8,0,0,0.142857143,0,1,0,0,1,1,0,1
0.342465753,0.057778319,0.6,0.051780518,0,0.397959184,1,0,1,1,1,0,1,0
0.232876712,0.110362184,0.733333333,0,0,0.448979592,0,1,1,1,0,1,0,1
0.589041096,0.109379176,0.8,0,0,0.418367347,0,1,1,0,1,1,0,1
0.054794521,0.130892387,0.533333333,0,0,0.397959184,0,1,1,1,1,1,1,1
0.547945205,0.279326033,0.866666667,0.150241502,0,0.397959184,1,0,1,1,1,0,1,0
0.328767123,0.140886196,0.933333333,0,0,0.602040816,1,0,1,0,1,0,1,1
0.452054795,0.111171323,0.6,0,0,0.448979592,0,1,1,1,1,1,1,1
0.109589041,0.243351837,0.8,0,0,0.397959184,0,1,1,0,1,1,0,1
0.452054795,0.122858506,0.2,0,0,0.397959184,0,0,0,1,1,0,1,1
0.260273973,0.127234349,0.8,0,0,0.448979592,0,0,1,0,1,0,1,1
0.191780822,0.078011521,0.533333333,0,0,0.397959184,0,1,1,0,1,1,0,1
0.164383562,0.140810424,0.8,0,0,0.56122449,0,1,1,1,1,1,1,0
0.054794521,0.148598722,0.6,0,0,0.448979592,0,1,1,1,1,1,1,1
0.136986301,0.159741969,0.8,0,0,0.397959184,0,1,1,1,0,1,0,1
0.657534247,0.066848655,0.533333333,0,0,0.153061224,0,0,1,1,1,0,1,1
0.273972603,0.030538219,0.8,0,0,0.602040816,0,1,1,1,1,1,0,0
0.301369863,0.098204808,0.866666667,0.034640346,0,0.397959184,0,0,1,1,0,1,0,0
0.095890411,0.179854071,0.533333333,0,0,0.397959184,0,1,1,1,1,1,1,1
0.287671233,0.106340846,0.533333333,0,0,0.806122449,0,1,1,1,1,1,1,1
0.424657534,0.090644503,0.8,0.076880769,0,0.397959184,1,0,1,0,1,0,1,1
0.054794521,0.095684707,0.6,0,0,0.244897959,0,1,1,1,0,1,0,1
0.191780822,0.13880855,0.533333333,0,0,0.448979592,1,0,1,1,1,0,1,1
0.520547945,0.153136258,0.533333333,0.043860439,0,0.397959184,1,0,1,1,1,0,1,1
0.095890411,0.19687981,0.6,0,0,0.397959184,0,0,0,0,0,1,0,1
0.356164384,0.108946868,0.533333333,0,0,0.397959184,0,1,1,0,1,1,0,1
0.123287671,0.122899774,0.733333333,0,0,0.448979592,0,1,1,1,1,1,1,1
0.397260274,0.047896815,0.733333333,0,0,0.326530612,0,1,1,0,1,1,0,1
0.246575342,0.122811825,0.733333333,0,0,0.397959184,1,0,1,0,1,0,1,1
0.328767123,0.015358751,0.6,0,0,0.540816327,1,0,1,1,1,0,1,0
0.123287671,0.031811463,0.8,0,0,0.397959184,0,1,1,1,1,1,1,1
0.232876712,0.088363896,0.866666667,0.07298073,0,0.346938776,1,0,0,0,0,0,1,1
0.02739726,0.573746292,0.6,0,0,0.244897959,0,1,1,0,0,1,0,1
0.260273973,0.130789553,0.8,0,0,0.397959184,1,1,1,0,0,1,0,0
0.068493151,0.126791894,0.6,0,0,0.142857143,0,1,1,1,1,1,1,1
0.095890411,0.121552789,0.6,0,0,0.397959184,0,1,1,0,1,1,1,1
0.821917808,0.08553394,0.6,0,0,0.397959184,0,0,1,1,1,0,1,0
0.068493151,0.261685999,0.133333333,0,0,0.397959184,0,0,0,0,1,1,0,1
0.164383562,0.277970929,0.6,0,0,0.397959184,0,1,1,1,1,1,0,1
