Tree_id,ID,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,threshold,prediction,initial_prediction,learning_rate
0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007111625163815916,0.9,0,0.2
0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.062501,0.9,0,0.2
0,8,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15000100223517418,0.9,0,0.2
0,8,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08219278020954132,0.9,0,0.2
0,9,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,1.7137389973210868,0,0.2
0,9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007121625163815916,1.7137389973210868,0,0.2
0,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,1.7137389973210868,0,0.2
0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0625,1.7137389973210868,0,0.2
0,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012982779880985618,1.7137389973210868,0,0.2
0,10,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,1.3544093178036605,0,0.2
0,10,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007121625163815916,1.3544093178036605,0,0.2
0,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,1.3544093178036605,0,0.2
0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0625,1.3544093178036605,0,0.2
0,10,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012992779880985617,1.3544093178036605,0,0.2
0,11,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,1.2425249169435215,0,0.2
0,11,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007121625163815916,1.2425249169435215,0,0.2
0,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,1.2425249169435215,0,0.2
0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.062501,1.2425249169435215,0,0.2
0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012384654837660491,1.2425249169435215,0,0.2
0,12,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,0.5980707395498392,0,0.2
0,12,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007121625163815916,0.5980707395498392,0,0.2
0,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.5980707395498392,0,0.2
0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.062501,0.5980707395498392,0,0.2
0,12,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001239465483766049,0.5980707395498392,0,0.2
0,13,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,1.2966428178315905,0,0.2
0,13,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007121625163815916,1.2966428178315905,0,0.2
0,13,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000100074505806,1.2966428178315905,0,0.2
0,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001301695010624826,1.2966428178315905,0,0.2
0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0625,1.2966428178315905,0,0.2
0,14,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,0.7,0,0.2
0,14,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007121625163815916,0.7,0,0.2
0,14,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000100074505806,0.7,0,0.2
0,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001301695010624826,0.7,0,0.2
0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.062501,0.7,0,0.2
0,15,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,0.5788235294117647,0,0.2
0,15,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007121625163815916,0.5788235294117647,0,0.2
0,15,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000100074505806,0.5788235294117647,0,0.2
0,15,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013026950106248259,0.5788235294117647,0,0.2
0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0625,0.5788235294117647,0,0.2
0,16,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,-0.38596491228070173,0,0.2
0,16,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007121625163815916,-0.38596491228070173,0,0.2
0,16,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000100074505806,-0.38596491228070173,0,0.2
0,16,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013026950106248259,-0.38596491228070173,0,0.2
0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.062501,-0.38596491228070173,0,0.2
0,17,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.05000100074505806,1.4517133956386292,0,0.2
0,17,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.15000000223517418,1.4517133956386292,0,0.2
0,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005262994964141399,1.4517133956386292,0,0.2
0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0625,1.4517133956386292,0,0.2
0,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004501134972088039,1.4517133956386292,0,0.2
0,18,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.05000100074505806,0.8041237113402062,0,0.2
0,18,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.15000000223517418,0.8041237113402062,0,0.2
0,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005262994964141399,0.8041237113402062,0,0.2
0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0625,0.8041237113402062,0,0.2
0,18,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004511134972088039,0.8041237113402062,0,0.2
0,19,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.05000100074505806,1.0508474576271187,0,0.2
0,19,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.15000000223517418,1.0508474576271187,0,0.2
0,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005262994964141399,1.0508474576271187,0,0.2
0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.062501,1.0508474576271187,0,0.2
0,19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016923850489547476,1.0508474576271187,0,0.2
0,20,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.05000100074505806,0.4166666666666667,0,0.2
0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.15000000223517418,0.4166666666666667,0,0.2
0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005262994964141399,0.4166666666666667,0,0.2
0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.062501,0.4166666666666667,0,0.2
0,20,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017023850489547476,0.4166666666666667,0,0.2
0,21,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.05000100074505806,0.7846153846153846,0,0.2
0,21,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.15000000223517418,0.7846153846153846,0,0.2
0,21,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005272994964141399,0.7846153846153846,0,0.2
0,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000223517418,0.7846153846153846,0,0.2
0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0625,0.7846153846153846,0,0.2
0,22,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.05000100074505806,0.13114754098360656,0,0.2
0,22,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.15000000223517418,0.13114754098360656,0,0.2
0,22,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005272994964141399,0.13114754098360656,0,0.2
0,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000223517418,0.13114754098360656,0,0.2
0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.062501,0.13114754098360656,0,0.2
0,23,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.05000100074505806,1.4,0,0.2
0,23,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.15000000223517418,1.4,0,0.2
0,23,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005272994964141399,1.4,0,0.2
0,23,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15000100223517418,1.4,0,0.2
0,23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6849999812839087e-05,1.4,0,0.2
0,24,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.05000100074505806,-0.14814814814814814,0,0.2
0,24,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.15000000223517418,-0.14814814814814814,0,0.2
0,24,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005272994964141399,-0.14814814814814814,0,0.2
0,24,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15000100223517418,-0.14814814814814814,0,0.2
0,24,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7849999812839088e-05,-0.14814814814814814,0,0.2
0,25,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.05000100074505806,0.14330218068535824,0,0.2
0,25,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.15000100223517418,0.14330218068535824,0,0.2
0,25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14999982342124e-05,0.14330218068535824,0,0.2
0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023721185280010104,0.14330218068535824,0,0.2
0,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1150653250515461,0.14330218068535824,0,0.2
0,26,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.05000100074505806,0.6771653543307087,0,0.2
0,26,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.15000100223517418,0.6771653543307087,0,0.2
0,26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14999982342124e-05,0.6771653543307087,0,0.2
0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023721185280010104,0.6771653543307087,0,0.2
0,26,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.1150663250515461,0.6771653543307087,0,0.2
0,27,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.05000100074505806,-2.0,0,0.2
0,27,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.15000100223517418,-2.0,0,0.2
0,27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14999982342124e-05,-2.0,0,0.2
0,27,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023731185280010106,-2.0,0,0.2
0,28,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.05000100074505806,0.26229508196721313,0,0.2
0,28,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.15000100223517418,0.26229508196721313,0,0.2
0,28,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.24999982342124e-05,0.26229508196721313,0,0.2
0,28,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.2500000074505806,0.26229508196721313,0,0.2
0,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.26229508196721313,0,0.2
0,29,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.05000100074505806,-0.33906633906633904,0,0.2
0,29,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.15000100223517418,-0.33906633906633904,0,0.2
0,29,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.24999982342124e-05,-0.33906633906633904,0,0.2
0,29,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.2500000074505806,-0.33906633906633904,0,0.2
0,29,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000100074505806,-0.33906633906633904,0,0.2
0,30,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.05000100074505806,-0.45936395759717313,0,0.2
0,30,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.15000100223517418,-0.45936395759717313,0,0.2
0,30,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.24999982342124e-05,-0.45936395759717313,0,0.2
0,30,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.25000100745058057,-0.45936395759717313,0,0.2
0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0625,-0.45936395759717313,0,0.2
0,31,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.05000100074505806,-0.9230769230769231,0,0.2
0,31,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.15000100223517418,-0.9230769230769231,0,0.2
0,31,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.24999982342124e-05,-0.9230769230769231,0,0.2
0,31,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,-0.25000100745058057,-0.9230769230769231,0,0.2
0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.062501,-0.9230769230769231,0,0.2
1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,1.6241073841624973,0,0.2
1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008793165034148842,1.6241073841624973,0,0.2
1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0625,1.6241073841624973,0,0.2
1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,1.6241073841624973,0,0.2
1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003839345008600503,1.6241073841624973,0,0.2
1,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,1.5302375639432535,0,0.2
1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008793165034148842,1.5302375639432535,0,0.2
1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0625,1.5302375639432535,0,0.2
1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,1.5302375639432535,0,0.2
1,2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00038493450086005034,1.5302375639432535,0,0.2
1,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,1.4307218878452796,0,0.2
1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008793165034148842,1.4307218878452796,0,0.2
1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0625,1.4307218878452796,0,0.2
1,3,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000100074505806,1.4307218878452796,0,0.2
1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2500000074505806,1.4307218878452796,0,0.2
1,4,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,1.0694094066812738,0,0.2
1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008793165034148842,1.0694094066812738,0,0.2
1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0625,1.0694094066812738,0,0.2
1,4,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000100074505806,1.0694094066812738,0,0.2
1,4,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25000100745058057,1.0694094066812738,0,0.2
1,5,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,1.3135927747798786,0,0.2
1,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008793165034148842,1.3135927747798786,0,0.2
1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.062501,1.3135927747798786,0,0.2
1,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,1.3135927747798786,0,0.2
1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1875,1.3135927747798786,0,0.2
1,6,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,0.8561160742062056,0,0.2
1,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008793165034148842,0.8561160742062056,0,0.2
1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.062501,0.8561160742062056,0,0.2
1,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.8561160742062056,0,0.2
1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.187501,0.8561160742062056,0,0.2
1,7,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,0.6113271469392091,0,0.2
1,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008793165034148842,0.6113271469392091,0,0.2
1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.062501,0.6113271469392091,0,0.2
1,7,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000100074505806,0.6113271469392091,0,0.2
1,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11507537588477135,0.6113271469392091,0,0.2
1,8,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,1.0826351273712815,0,0.2
1,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008793165034148842,1.0826351273712815,0,0.2
1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.062501,1.0826351273712815,0,0.2
1,8,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05000100074505806,1.0826351273712815,0,0.2
1,8,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.11507637588477135,1.0826351273712815,0,0.2
1,9,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,1.3752650917932026,0,0.2
1,9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008803165034148842,1.3752650917932026,0,0.2
1,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000223517418,1.3752650917932026,0,0.2
1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0625,1.3752650917932026,0,0.2
1,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,1.3752650917932026,0,0.2
1,10,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.05000000074505806,1.1028394479535464,0,0.2
1,10,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008803165034148842,1.1028394479535464,0,0.2
1,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000223517418,1.1028394479535464,0,0.2
