ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
0.459016393,0.426966292,0.005221932,0.218997361,0.265822785,0.052631579,0.052631579,0.86,0.024096386,0.211538462,0.263157895,0.45,1,0.060606061,0.060606061,0.168103448,0.163481953,0.0625,0.227272727,0.055555556,0.67,0
0.590163934,0.323345818,0.026109661,0.253298153,0.278481013,0,0,0.95,0.120481928,0.211538462,0.052631579,0.32,0.142975435,0,0,0.245689655,0.141223485,0.21875,0,0.111111111,0.89,1
0.426229508,0.453183521,0.023498695,0.266490765,0.265822785,0,0,0.87,0.036144578,0.221153846,0.052631579,0.48,0,0,0,0.271551724,0.152866242,0.1875,0.136363636,0.111111111,0.91,1
0.393442623,0.222760794,0.018276762,0.142480211,0.189873418,0.052631579,0.052631579,0.88,0.036144578,0,0.052631579,0.19,1,0.03030303,0.03030303,0.297413793,0.149066713,0.3125,0,0.111111111,0.92,0
0.426229508,0.268414482,0.010443864,0.237467018,0.215189873,0.210526316,0.157894737,0.78,0.228915663,0.221153846,0.052631579,0.52,0.066483704,0,0,0.271551724,0.08492569,0.15625,0.181818182,0,1,0
0.37704918,0.052434457,0.005221932,0.052770449,0.151898734,0.157894737,0.105263158,0.88,0.13253012,0.163461538,0.210526316,0.29,0,0.166666667,0.166666667,0.038793103,0.203821656,0.03125,0.090909091,0.055555556,0.33,0
0.68852459,0.416978777,0.023498695,0.248021108,0.278481013,0.052631579,0,0.91,0.156626506,0.221153846,0.052631579,0.39,0,0,0,0.068965517,0.193205945,0.0625,0.090909091,0,0.83,0
0.68852459,0.196004994,0.015665796,0.205804749,0.139240506,0.052631579,0.052631579,0.92,0.939759036,0.125,0.157894737,0.38,0,0,0,0.172413793,0.161358811,0.09375,0,0,1,0
0.508196721,0.051186017,0.002610966,0.029023747,0.126582278,0,0,1,1,0.115384615,0.315789474,0.36,0.416666667,0,0,0.168103448,0.087048832,0.125,0.090909091,0.055555556,0.7,0
0.508196721,0.08988764,0.005221932,0.081794195,0.316455696,0,0,1,1,0.25,0.263157895,0.62,0,0.015151515,0.015151515,0.336206897,0.159235669,0.15625,0.272727273,0.111111111,1,0
0.475409836,0.101123596,0.002610966,0.089709763,0.164556962,0.105263158,0.052631579,0.93,0.43373494,0.144230769,0.210526316,0.6,0.291666667,0,0,0.012931034,0.157112527,0.03125,0.136363636,0,0.63,0
0.655737705,0.233458177,0.020887728,0.168865435,0.405063291,0,0,0.91,0.096385542,0.317307692,0.157894737,0.52,0,0,0,0.081896552,0.149066713,0.09375,0,0,0.5,0
0.524590164,0.043695381,0.033942559,0.052770449,0.139240506,0,0,1,1,0.105769231,0,0.27,0.125,0.060606061,0.060606061,0.349137931,0.149066713,0.1875,0,0.111111111,0.88,0
0.68852459,0.223470662,0.036553525,0.155672823,0.481012658,0,0,1,1,0.375,0,0.28,1,0,0,0.150862069,0.176220807,0.125,0.090909091,0.111111111,0.5,1
0.524590164,0.043695381,0.01305483,0.042216359,0.202531646,0,0,1,1,0.153846154,0.263157895,0.44,0,0,0,0.25,0.178343949,0.03125,0.090909091,0.055555556,0.71,0
0.557377049,0.530586767,0.044386423,0.266490765,0.443037975,0,0,0.94,0.048192771,0.355769231,0,0.51,0.708333333,0,0,0.193965517,0.099787686,0.15625,0.227272727,0.111111111,0.85,0
0.540983607,0.128589263,0.01305483,0.155672823,0.379746835,0,0,0.97,0.168674699,0.288461538,0.210526316,0.57,0,0.060606061,0.060606061,0.211206897,0.055201699,0.21875,0.181818182,0.055555556,0.86,0
0.37704918,0.186017478,0.049608355,0.19525066,0.481012658,0.105263158,0.105263158,0.9,0.084337349,0.403846154,0,0.67,0.041666667,0.045454545,0.045454545,0.370689655,0.125265393,0.15625,0.090909091,0.055555556,1,0
0.524590164,0.299625468,0.010443864,0.063324538,0.075949367,0.105263158,0.105263158,0.75,0.156626506,0.067307692,0.157894737,0.63,1,0.03030303,0.03030303,0.099137931,0.184713376,0.03125,0.090909091,0,1,0
0.704918033,0.257178527,0.007832898,0.150395778,0.240506329,0,0,0.95,0.265060241,0.201923077,0.157894737,0.38,0,0.03030303,0.03030303,0.090517241,0.144373673,0.15625,0.136363636,0.055555556,0.67,0
